id,name,now_cost,position,team,chance_of_playing_this_round,starts,total_points,news_added,form,expected_goal_involvements,cost_change_event_fall,direct_freekicks_order,goals_scored,form_rank_type,selected_by_percent,expected_assists,in_dreamteam,saves,value_season,creativity,expected_goals_per_90,bps,status,ep_next,expected_goal_involvements_per_90,selected_rank,web_name,penalties_saved,influence_rank_type,own_goals,cost_change_start_fall,creativity_rank_type,transfers_in_event,points_per_game_rank_type,chance_of_playing_next_round,transfers_out_event,event_points,threat_rank_type,expected_goals_conceded_per_90,transfers_out,now_cost_rank,penalties_missed,starts_per_90,expected_goals_conceded,influence,yellow_cards,expected_goals,value_form,ict_index_rank_type,clean_sheets,ep_this,transfers_in,minutes,expected_assists_per_90,news,bonus,goals_conceded,corners_and_indirect_freekicks_order,threat_rank,now_cost_rank_type,goals_conceded_per_90,points_per_game_rank,penalties_order,ict_index_rank,cost_change_event,cost_change_start,selected_rank_type,red_cards,form_rank,creativity_rank,threat,points_per_game,saves_per_90,ict_index,clean_sheets_per_90,influence_rank,assists,dreamteam_count
173,Dara O'Shea,44,DEF,Burnley,,7,10,,2.0,0.26,0,,0,43,0.2,0.11,False,0,2.3,45.7,0.02,118,a,1.5,0.03,337,O'Shea,0,37,0,1,71,309,115,,214,1,55,2.12,13115,516,0,0.93,15.92,196.6,0,0.15,0.5,50,0,1.0,6656,675,0.01,,1,24,,211,112,3.2,344,,178,0,-1,133,0,147,241,45.0,1.2,0.0,28.9,0.0,103,1,0
174,Michael Obafemi,49,FWD,Burnley,50.0,0,1,2023-08-06T23:30:05.563053Z,0.2,0.05,0,,0,48,0.0,0.00,False,0,0.2,0.0,0.9,1,a,-0.3,0.9,569,Obafemi,0,82,0,1,84,192,53,100.0,54,1,55,0.0,4547,251,0,0.0,0.00,0.0,0,0.05,0.0,83,0,-0.4,1692,5,0.0,,0,0,,407,51,0.0,421,,705,0,-1,79,0,366,701,1.0,1.0,0.0,0.0,0.0,703,0,0
175,Bailey Peacock-Farrell,40,GKP,Burnley,0.0,0,0,2023-07-26T11:25:50.410533Z,0.0,0.00,0,,0,58,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,668,Peacock-Farrell,0,59,0,0,43,0,59,0.0,11,0,36,0.0,900,649,0,0.0,0.00,0.0,0,0.00,0.0,59,0,0.0,0,0,0.0,Joined Aarhus on loan,0,0,,469,51,0.0,519,,515,0,0,80,0,443,493,0.0,0.0,0.0,0.0,0.0,508,0,0
176,Connor Roberts,44,DEF,Burnley,100.0,8,8,2023-10-21T17:30:07.665681Z,-0.5,0.34,0,,0,239,0.2,0.34,False,0,1.8,92.7,0.0,102,a,-1.0,0.04,320,Roberts,0,72,0,1,31,73,140,100.0,259,0,126,2.08,26059,504,0,0.98,16.94,125.0,2,0.00,-0.1,66,0,-1.5,13593,733,0.04,,0,21,,359,104,2.58,438,,222,0,-1,124,1,741,142,8.0,0.9,0.0,22.5,0.0,179,1,0
177,Jay Rodriguez,53,FWD,Burnley,,2,9,,1.2,1.05,0,,0,28,0.2,0.03,False,0,1.7,17.8,0.31,10,a,0.7,0.32,347,Rodriguez,0,42,0,2,43,420,41,,325,2,33,1.67,23475,129,0,0.61,5.43,23.2,0,1.02,0.2,41,0,0.2,9285,293,0.01,,0,8,,122,36,2.46,336,1.0,306,0,-2,54,0,238,330,94.0,1.3,0.0,12.9,0.0,370,0,0
178,Charlie Taylor,40,DEF,Burnley,,9,14,,2.2,0.30,0,,1,31,5.4,0.18,False,0,3.5,59.1,0.01,110,a,1.7,0.03,74,Taylor,0,51,0,0,56,5652,93,,4775,1,85,1.71,157506,623,0,1.0,15.38,156.4,3,0.12,0.6,62,0,1.2,610410,810,0.02,,0,19,,274,165,2.11,289,,210,0,0,28,0,123,207,23.0,1.6,0.0,23.9,0.0,139,0,0
179,Bobby Thomas,40,DEF,Burnley,0.0,0,0,2023-07-24T09:55:44.165399Z,0.0,0.00,0,,0,161,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,655,Thomas,0,195,0,0,193,0,192,0.0,15,0,185,0.0,1202,674,0,0.0,0.00,0.0,0,0.00,0.0,195,0,0.0,0,0,0.0,Permanent transfer to Coventry,0,0,,489,199,0.0,539,,534,0,0,225,0,464,512,0.0,0.0,0.0,0.0,0.0,527,0,0
180,Scott Twine,49,MID,Burnley,0.0,0,0,2023-08-21T08:28:24.720790Z,0.0,0.00,0,,0,285,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,676,Twine,0,299,0,1,298,0,300,0.0,8,0,296,0.0,2629,253,0,0.0,0.00,0.0,0,0.00,0.0,300,0,0.0,119,0,0.0,Season long loan to Hull,0,0,,699,161,0.0,707,,707,0,-1,275,0,682,703,0.0,0.0,0.0,0.0,0.0,705,0,0
181,Lawrence Vigouroux,40,GKP,Burnley,,0,0,,0.0,0.00,0,,0,53,0.2,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,330,Vigouroux,0,54,0,0,38,75,54,,151,0,31,0.0,8738,633,0,0.0,0.00,0.0,0,0.00,0.0,54,0,-1.0,3222,0,0.0,,0,0,,455,46,0.0,505,,501,0,0,51,0,428,479,0.0,0.0,0.0,0.0,0.0,494,0,0
182,Victor da Silva,44,DEF,Burnley,100.0,5,6,2023-08-31T02:00:07.534376Z,0.8,0.13,0,,0,91,0.1,0.12,False,0,1.4,40.0,0.0,41,a,0.3,0.03,383,Vitinho,0,132,0,1,78,71,134,100.0,93,1,120,1.69,10431,541,0,1.07,7.88,33.4,0,0.01,0.2,121,0,-0.2,2915,419,0.03,,0,12,,344,122,2.58,381,,343,0,-1,145,0,278,260,11.0,1.0,0.0,8.4,0.0,342,0,0
183,Wout Weghorst,55,FWD,Burnley,0.0,0,0,2023-08-10T13:52:51.426276Z,0.0,0.00,0,,0,87,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,521,Weghorst,0,88,0,0,88,0,88,0.0,30,0,88,0.0,14670,94,0,0.0,0.00,0.0,0,0.00,0.0,88,0,0.0,0,0,0.0,On loan to Hoffenheim,0,0,,727,29,0.0,728,,729,0,0,73,0,718,729,0.0,0.0,0.0,0.0,0.0,729,0,0
184,Anass Zaroury,48,MID,Burnley,100.0,1,2,2023-08-12T08:00:06.224285Z,0.5,0.25,0,,0,155,0.0,0.09,False,0,0.4,31.4,0.11,3,a,0.0,0.17,548,Zaroury,0,208,0,2,150,9,222,100.0,62,0,151,1.91,11521,309,0,0.71,2.67,1.8,0,0.16,0.1,178,0,-0.5,1552,126,0.06,,0,2,3.0,295,203,1.43,461,,384,0,-2,200,1,326,282,19.0,0.5,0.0,4.6,0.0,443,0,0
475,Sander Berge,48,MID,Burnley,,9,23,,1.5,1.13,0,,0,98,0.1,0.21,False,0,4.8,95.5,0.11,100,a,1.0,0.13,390,Berge,0,69,0,2,94,130,114,,202,2,97,2.09,15021,299,0,1.03,18.28,127.8,2,0.92,0.3,88,0,0.5,8135,787,0.02,,2,23,,166,196,2.63,259,,177,0,-2,127,0,214,134,66.0,1.9,0.0,29.1,0.0,176,1,0
594,Zeki Amdouni,53,FWD,Burnley,,11,24,,1.8,2.29,1,,1,26,0.2,0.43,False,0,4.5,63.7,0.23,63,a,1.3,0.28,324,Amdouni,0,23,0,2,27,586,33,,664,2,18,1.9,48906,147,0,1.34,15.61,101.2,1,1.86,0.3,21,1,0.8,51670,740,0.05,,2,18,,50,40,2.19,222,,124,-1,-2,51,0,194,189,187.0,2.2,0.0,35.2,0.12,225,0,0
596,James Trafford,45,GKP,Burnley,,12,23,,2.0,0.00,0,,0,15,0.9,0.00,False,42,5.1,0.1,0.0,223,a,1.5,0.0,189,Trafford,0,3,0,0,7,601,26,,963,2,71,1.86,52220,403,0,1.0,22.37,362.2,1,0.00,0.4,3,0,1.0,34350,1080,0.0,,0,30,,620,20,2.5,254,,115,0,0,24,0,151,430,0.0,1.9,3.5,36.3,0.0,7,0,0
600,Nathan Redmond,48,MID,Burnley,100.0,0,6,2023-09-28T17:00:09.620680Z,0.8,0.29,0,,0,134,0.0,0.29,False,0,1.2,28.9,0.0,21,a,0.3,0.3,586,Redmond,0,175,0,2,153,19,193,100.0,15,0,183,1.99,4238,283,0,0.0,1.95,14.0,0,0.00,0.2,173,0,-0.2,568,88,0.3,,0,4,,362,183,4.09,407,,377,0,-2,221,0,283,289,8.0,1.0,0.0,5.1,0.0,389,0,0
605,Luca Koleosho,50,MID,Burnley,,10,25,,1.8,2.52,0,,0,88,0.1,1.01,False,0,5.0,131.6,0.17,52,a,1.3,0.29,387,Koleosho,0,125,0,0,62,183,99,,355,2,43,1.66,24336,211,0,1.15,14.46,54.8,0,1.51,0.4,77,1,0.8,30973,782,0.12,,0,23,,69,132,2.65,229,,149,0,0,126,0,191,87,144.0,2.1,0.0,32.8,0.12,296,1,0
608,Jacob Bruun Larsen,49,MID,Burnley,,0,16,,1.0,0.58,0,1.0,1,126,0.0,0.12,False,0,3.3,41.7,0.23,45,a,0.5,0.29,596,Bruun Larsen,0,127,0,1,140,30,141,,41,1,90,1.99,1901,237,0,0.0,4.02,53.6,0,0.46,0.2,125,0,0.0,1392,182,0.06,,0,5,,146,151,2.47,306,,272,0,-1,228,0,262,254,78.0,1.5,0.0,17.0,0.0,298,0,0
622,Owen Dodgson,40,DEF,Burnley,0.0,0,0,2023-09-01T21:48:22.703139Z,0.0,0.00,0,,0,163,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,553,Dodgson,0,197,0,0,195,0,194,0.0,25,0,187,0.0,3190,676,0,0.0,0.00,0.0,0,0.00,0.0,197,0,0.0,467,0,0.0,Season-long loan to Barnsley,0,0,,491,201,0.0,541,,536,0,0,203,0,466,514,0.0,0.0,0.0,0.0,0.0,529,0,0
660,Wilson Odobert,50,MID,Burnley,,2,10,,0.8,1.04,0,,1,140,0.0,0.74,False,0,2.0,47.5,0.17,44,a,0.3,0.59,666,Odobert,0,122,0,0,130,10,107,,27,1,99,3.22,716,215,0,1.12,5.73,58.0,1,0.30,0.2,126,0,-0.2,803,160,0.42,,0,7,,170,135,3.94,244,,273,0,0,270,0,292,237,64.0,2.0,0.0,16.9,0.0,290,0,0
674,Hannes Delcroix,40,DEF,Burnley,,2,3,,0.2,0.39,0,,0,111,0.0,0.04,False,0,0.8,25.2,0.13,39,a,-0.3,0.15,523,Delcroix,0,120,0,0,107,94,151,,91,0,60,2.11,2259,660,0,0.75,5.61,44.4,1,0.35,0.0,116,0,-0.8,3801,239,0.02,,0,11,,218,190,4.14,458,,318,0,0,197,0,342,310,42.0,0.5,0.0,11.1,0.0,314,0,0
675,Aaron Ramsey,50,MID,Burnley,25.0,2,8,2023-11-03T12:00:10.115104Z,0.2,0.49,0,,0,179,0.0,0.44,False,0,1.6,19.9,0.02,30,a,-0.3,0.2,534,A.Ramsey,0,165,0,0,169,147,157,100.0,129,1,156,1.39,5900,207,0,0.83,3.36,22.8,0,0.05,0.0,168,0,-0.2,7674,218,0.18,,0,5,,303,130,2.06,335,,368,0,0,192,0,371,326,18.0,1.3,0.0,5.9,0.0,371,0,0
694,Han-Noah Massengo,50,MID,Burnley,,0,0,,0.0,0.00,0,,0,299,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,698,Massengo,0,310,0,0,309,13,310,,18,0,308,0.0,219,204,0,0.0,0.00,0.0,0,0.00,0.0,310,0,-1.0,246,0,0.0,,0,0,,715,127,0.0,720,,720,0,0,288,0,700,718,0.0,0.0,0.0,0.0,0.0,720,0,0
706,Mike Trésor,55,MID,Burnley,,2,9,,1.0,0.50,0,,0,129,0.0,0.20,False,0,1.6,55.0,0.12,26,a,0.5,0.2,591,M.Trésor,0,174,0,0,125,77,145,,78,0,153,2.12,2873,108,0,0.81,5.22,14.4,0,0.30,0.2,154,0,0.0,3596,222,0.08,,0,6,1.0,297,67,2.43,311,,339,0,0,224,0,269,216,19.0,1.5,0.0,8.9,0.0,388,0,0
126,Moisés Caicedo Corozo,47,MID,Chelsea,100.0,9,18,2023-10-03T22:30:07.822883Z,1.5,0.62,0,,0,97,1.4,0.45,False,0,3.8,107.1,0.02,112,a,1.0,0.07,150,Caicedo,0,84,0,3,86,1384,118,100.0,2774,1,148,1.1,272878,330,0,1.01,9.84,108.0,3,0.17,0.3,107,2,0.5,90056,802,0.05,,0,12,,290,214,1.35,270,,216,0,-3,47,0,213,121,20.0,1.8,0.0,23.1,0.22,212,0,0
145,Robert Sánchez,46,GKP,Chelsea,,12,43,,2.0,0.00,0,,0,16,6.2,0.00,False,35,9.3,0.1,0.0,224,a,1.5,0.0,67,Sanchez,0,11,0,-1,8,7383,9,,7771,2,74,1.28,408598,341,0,1.0,15.34,298.2,1,0.00,0.4,11,3,1.0,676930,1080,0.0,,4,16,,673,14,1.33,89,,170,0,1,12,0,153,432,0.0,3.6,2.92,29.9,0.25,26,0,0
185,Ethan Ampadu,40,DEF,Chelsea,0.0,0,0,2023-07-20T08:39:43.633400Z,0.0,0.00,0,,0,144,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,686,Ampadu,0,181,0,0,179,0,177,0.0,6,0,170,0.0,840,643,0,0.0,0.00,0.0,0,0.00,0.0,181,0,0.0,0,0,0.0,Permanent transfer to Leeds Utd,0,0,,464,178,0.0,514,,510,0,0,231,0,437,488,0.0,0.0,0.0,0.0,0.0,503,0,0
187,Kepa Arrizabalaga,50,GKP,Chelsea,0.0,0,0,2023-08-15T08:06:29.726491Z,0.0,0.00,0,,0,85,0.2,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,316,Arrizabalaga,0,85,0,0,82,0,85,0.0,147,0,81,0.0,83069,174,0,0.0,0.00,0.0,0,0.00,0.0,85,0,0.0,1775,0,0.0,One year loan deal to Real Madrid,0,0,,706,5,0.0,713,,713,0,0,50,0,690,709,0.0,0.0,0.0,0.0,0.0,713,0,0
188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,0.0,0,0,2023-07-24T09:59:36.133419Z,0.0,0.00,0,,0,91,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,619,Aubameyang,0,92,0,0,92,0,92,0.0,4,0,92,0.0,1924,45,0,0.0,0.00,0.0,0,0.00,0.0,92,0,0.0,0,0,0.0,,0,0,,738,16,0.0,737,,738,0,0,85,0,731,738,0.0,0.0,0.0,0.0,0.0,738,0,0
189,César Azpilicueta,45,DEF,Chelsea,0.0,0,0,2023-07-06T16:30:03.010661Z,0.0,0.00,0,,0,216,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,733,Azpilicueta,0,232,0,0,232,0,230,0.0,0,0,230,0.0,96,351,0,0.0,0.00,0.0,0,0.00,0.0,232,0,0.0,0,0,0.0,Left the club as a free agent,0,0,,592,51,0.0,625,,619,0,0,241,0,572,605,0.0,0.0,0.0,0.0,0.0,613,0,0
190,Abdul Rahman Baba,40,DEF,Chelsea,0.0,0,0,2023-07-13T08:07:47.494096Z,0.0,0.00,0,,0,135,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,723,Baba,0,172,0,0,170,0,168,0.0,2,0,161,0.0,261,629,0,0.0,0.00,0.0,0,0.00,0.0,172,0,0.0,0,0,0.0,Permanent Transfer to PAOK,0,0,,451,168,0.0,501,,497,0,0,239,0,424,475,0.0,0.0,0.0,0.0,0.0,490,0,0
191,Benoît Badiashile,44,DEF,Chelsea,100.0,0,0,2023-08-03T10:30:04.564668Z,0.0,0.00,0,,0,213,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,526,B.Badiashile,0,230,0,1,230,285,228,100.0,187,0,228,0.0,4664,530,0,0.0,0.00,0.0,0,0.00,0.0,230,0,-1.0,2653,0,0.0,,0,0,,573,119,0.0,609,,603,0,-1,198,0,553,587,0.0,0.0,0.0,0.0,0.0,596,0,0
192,Marcus Bettinelli,40,GKP,Chelsea,100.0,0,0,2023-08-03T10:30:04.581002Z,0.0,0.00,0,,0,52,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,601,Bettinelli,0,53,0,0,37,43,53,100.0,28,0,30,0.0,1640,631,0,0.0,0.00,0.0,0,0.00,0.0,53,0,-1.0,969,0,0.0,,0,0,,453,45,0.0,503,,499,0,0,77,0,426,477,0.0,0.0,0.0,0.0,0.0,492,0,0
193,Armando Broja,49,FWD,Chelsea,75.0,2,12,2023-10-18T22:00:08.965956Z,1.0,0.62,0,,1,32,0.2,0.04,False,0,2.4,6.1,0.43,37,a,0.5,0.46,334,Broja,0,37,0,1,48,1355,21,100.0,598,4,43,0.81,49512,265,0,1.49,1.09,38.4,0,0.58,0.2,44,1,0.0,59155,121,0.03,,0,1,,200,57,0.74,135,,334,0,-1,52,0,264,377,49.0,3.0,0.0,9.2,0.74,332,1,0
194,Trevoh Chalobah,43,DEF,Chelsea,0.0,0,0,2023-08-11T16:00:07.662192Z,0.0,0.00,0,,0,194,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,506,Chalobah,0,219,0,2,218,8,217,0.0,62,0,214,0.0,16392,582,0,0.0,0.00,0.0,0,0.00,0.0,218,0,0.0,700,0,0.0,Hamstring injury - Unknown return date,0,0,,533,141,0.0,576,,569,0,-2,193,0,509,551,0.0,0.0,0.0,0.0,0.0,563,0,0
195,Ben Chilwell,54,DEF,Chelsea,0.0,4,15,2023-09-28T03:30:08.842279Z,0.0,2.12,0,3.0,0,235,5.5,1.27,False,0,2.8,136.4,0.23,66,i,0.0,0.57,73,Chilwell,0,114,0,1,19,139,64,0.0,11652,0,16,1.1,3094552,118,0,1.08,4.08,57.0,3,0.85,0.0,53,1,0.0,2118851,334,0.34,Hamstring injury - Unknown return date,2,5,1.0,130,8,1.35,190,,184,0,-1,27,0,716,85,88.0,2.5,0.0,28.1,0.27,293,1,0
196,Carney Chukwuemeka,43,MID,Chelsea,0.0,2,6,2023-10-18T22:00:09.030876Z,0.0,0.27,0,,1,187,1.5,0.19,False,0,1.4,25.1,0.06,23,i,0.0,0.2,147,Chukwuemeka,0,147,0,2,161,2265,56,0.0,5606,0,120,1.41,351915,601,0,1.44,1.96,34.8,2,0.08,0.0,146,0,0.0,223473,125,0.14,Knee injury - Unknown return date,0,2,,227,320,1.44,131,,326,0,-2,45,0,518,313,39.0,3.0,0.0,9.9,0.0,336,0,0
197,Levi Colwill,46,DEF,Chelsea,,11,35,2023-11-13T01:00:09.220779Z,0.5,1.17,0,,0,106,4.9,0.33,False,0,7.6,66.5,0.08,198,d,0.0,0.11,82,Colwill,0,40,0,-1,49,2941,37,75.0,22090,0,13,1.11,474835,348,0,1.06,11.56,182.0,1,0.84,0.1,34,3,-0.5,657009,934,0.03,Shoulder injury - 75% chance of playing,3,12,,115,49,1.16,114,,127,0,1,31,0,316,184,101.0,3.2,0.0,34.9,0.29,118,1,1
198,Marc Cucurella Saseta,48,DEF,Chelsea,100.0,5,8,2023-09-17T20:30:06.589342Z,0.5,1.03,0,,0,108,0.6,0.20,False,0,1.7,62.8,0.15,77,a,0.0,0.19,221,Cucurella,0,94,0,2,52,2634,112,100.0,1513,-1,44,1.32,58053,294,0,0.93,7.11,99.0,4,0.83,0.1,71,1,-0.5,46197,485,0.04,,0,8,,195,34,1.48,332,,231,0,-2,84,0,324,193,51.0,1.3,0.0,21.3,0.19,231,0,0
199,Enzo Fernández,48,MID,Chelsea,100.0,11,23,2023-10-28T18:00:08.281338Z,2.0,3.75,0,1.0,0,69,2.6,1.55,False,0,4.8,261.2,0.22,118,a,1.5,0.38,113,Enzo,0,57,0,2,20,2510,97,100.0,5471,2,45,1.16,429044,306,1,1.1,11.53,151.4,3,2.20,0.4,38,4,1.0,258933,897,0.16,,0,12,4.0,74,201,1.2,227,4.0,55,0,-2,33,0,155,26,139.0,2.1,0.0,55.0,0.4,145,1,0
200,David Datro Fofana,50,FWD,Chelsea,0.0,0,0,2023-07-11T09:30:03.546600Z,0.0,0.00,0,,0,85,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,718,D.D.Fofana,0,86,0,0,87,0,87,0.0,2,0,86,0.0,358,213,0,0.0,0.00,0.0,0,0.00,0.0,86,0,0.0,0,0,0.0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0,0,,717,47,0.0,722,,722,0,0,95,0,703,720,0.0,0.0,0.0,0.0,0.0,722,0,0
201,Wesley Fofana,44,DEF,Chelsea,0.0,0,0,2023-07-18T23:30:03.865981Z,0.0,0.00,0,,0,214,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,578,W.Fofana,0,231,0,1,231,22,229,0.0,32,0,229,0.0,2978,543,0,0.0,0.00,0.0,0,0.00,0.0,231,0,0.0,613,0,0.0,Knee injury - Unknown return date,0,0,,581,123,0.0,617,,611,0,-1,206,0,561,595,0.0,0.0,0.0,0.0,0.0,604,0,0
202,Conor Gallagher,54,MID,Chelsea,,12,45,,6.0,2.05,0,,0,10,0.5,1.26,False,0,8.3,287.0,0.07,225,a,5.5,0.18,235,Gallagher,0,18,0,1,16,7219,40,,867,10,65,1.25,54305,124,0,1.04,14.35,248.4,1,0.79,1.1,25,3,5.0,50397,1035,0.11,,4,15,1.0,105,79,1.3,81,,36,0,-1,75,0,16,21,117.0,3.8,0.0,65.3,0.26,51,5,0
203,Malo Gusto,42,DEF,Chelsea,100.0,6,24,2023-11-14T11:30:09.319567Z,0.5,0.82,0,,0,95,6.8,0.41,False,0,5.7,72.5,0.07,120,d,0.0,0.14,61,Gusto,0,93,0,-2,44,4863,53,75.0,19776,1,74,1.17,1254302,609,0,1.0,7.01,99.4,1,0.41,0.1,75,2,-0.5,1742877,538,0.07,Knee injury - 75% chance of playing,2,7,,248,159,1.17,165,,240,0,2,19,1,298,171,32.0,2.7,0.0,20.4,0.33,230,2,1
206,Reece James,53,DEF,Chelsea,100.0,3,10,2023-10-20T15:30:08.557342Z,2.0,1.03,0,2.0,0,50,4.2,0.80,False,0,1.9,100.7,0.09,71,a,1.5,0.39,88,James,0,103,0,2,25,41348,80,100.0,3020,4,47,2.32,1440733,143,0,1.11,6.26,78.0,0,0.23,0.4,64,0,1.0,328691,243,0.3,,0,7,,199,12,2.59,247,,217,0,-2,35,0,166,128,50.0,2.0,0.0,22.9,0.0,258,1,0
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,0.0,0,0,2023-09-01T07:24:35.377267Z,0.0,0.00,0,,0,92,0.3,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,282,Lukaku,0,93,0,2,93,0,93,0.0,155,0,93,0.0,60561,35,0,0.0,0.00,0.0,0,0.00,0.0,93,0,0.0,9006,0,0.0,Season-long loan to Roma,0,0,,739,14,0.0,738,,739,0,-2,44,0,733,739,0.0,0.0,0.0,0.0,0.0,739,0,0
208,Noni Madueke,53,MID,Chelsea,100.0,1,6,2023-09-17T20:30:06.633877Z,0.8,0.42,0,,0,141,0.1,0.23,False,0,1.1,36.9,0.15,20,a,0.3,0.33,450,Madueke,0,186,0,2,146,149,167,100.0,242,0,118,1.48,12074,144,0,0.78,1.91,9.2,0,0.19,0.2,156,0,-0.2,6687,116,0.18,,0,3,,225,92,2.33,353,,341,0,-2,148,0,293,270,40.0,1.2,0.0,8.6,0.0,411,0,0
210,Mykhailo Mudryk,63,MID,Chelsea,100.0,4,30,2023-10-28T18:00:08.330038Z,3.8,1.76,0,,2,35,0.9,0.97,False,0,4.8,96.1,0.2,93,a,3.3,0.44,186,Mudryk,0,90,0,2,93,1550,59,100.0,3049,1,79,0.88,282008,56,0,0.99,3.56,101.2,2,0.79,0.6,89,3,2.8,89647,364,0.24,,3,3,3.0,129,34,0.74,140,,180,0,-2,62,0,67,133,89.0,3.0,0.0,28.7,0.74,227,1,1
211,Nicolas Jackson,68,FWD,Chelsea,100.0,9,42,2023-10-11T10:30:08.636447Z,6.0,8.45,0,,6,3,5.3,1.07,False,0,6.2,118.0,0.78,153,a,5.5,0.89,79,N.Jackson,0,5,0,2,10,66422,14,100.0,6450,5,3,1.33,2202489,40,0,0.96,12.56,265.0,7,7.38,0.9,5,3,5.0,1209303,848,0.11,,5,14,,5,15,1.49,83,3.0,21,0,-2,14,0,18,107,440.0,3.8,0.0,82.1,0.32,40,0,1
212,Christopher Nkunku,73,FWD,Chelsea,0.0,0,0,2023-08-03T09:30:04.720287Z,0.0,0.00,0,,0,93,0.5,0.00,False,0,0.0,0.0,0.0,0,d,-0.2,0.0,226,Nkunku,0,94,0,2,94,2893,94,50.0,595,0,94,0.0,117504,25,0,0.0,0.00,0.0,0,0.00,0.0,94,0,0.0,8473,0,0.0,Knee injury - 50% chance of playing,0,0,,740,10,0.0,739,,740,0,-2,39,0,734,740,0.0,0.0,0.0,0.0,0.0,740,0,0
213,Christian Pulisic,55,MID,Chelsea,0.0,0,0,2023-07-14T08:03:53.480692Z,0.0,0.00,0,,0,312,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,712,Pulisic,0,317,0,0,317,0,317,0.0,3,0,317,0.0,393,100,0,0.0,0.00,0.0,0,0.00,0.0,317,0,0.0,0,0,0.0,Permanent transfer to AC Milan,0,0,,729,61,0.0,729,,730,0,0,298,0,719,730,0.0,0.0,0.0,0.0,0.0,730,0,0
214,Malang Sarr,43,DEF,Chelsea,,0,0,,0.0,0.00,0,,0,197,0.1,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,412,M.Sarr,0,221,0,2,220,96,218,,127,0,217,0.0,7899,585,0,0.0,0.00,0.0,0,0.00,0.0,220,0,-1.0,3659,0,0.0,,0,0,,536,144,0.0,577,,571,0,-2,161,0,512,553,0.0,0.0,0.0,0.0,0.0,565,0,0
215,Gabriel Słonina,40,GKP,Chelsea,0.0,0,0,2023-08-11T10:44:59.272960Z,0.0,0.00,0,,0,68,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,554,Slonina,0,69,0,0,53,0,69,0.0,33,0,46,0.0,3700,682,0,0.0,0.00,0.0,0,0.00,0.0,69,0,0.0,0,0,0.0,Season long loan to KAS Eupen,0,0,,496,61,0.0,545,,540,0,0,73,0,471,518,0.0,0.0,0.0,0.0,0.0,534,0,0
216,Raheem Sterling,69,MID,Chelsea,,11,60,,3.8,4.66,0,4.0,4,36,7.2,1.80,False,0,8.7,239.1,0.26,169,a,3.3,0.42,55,Sterling,0,23,0,1,28,72581,14,,8902,6,3,1.3,1683890,34,0,1.0,14.25,233.6,3,2.86,0.6,10,2,2.8,2069974,990,0.16,,6,15,,7,19,1.36,23,2.0,13,0,-1,18,0,68,35,412.0,5.0,0.0,88.5,0.18,63,4,2
217,Thiago Emiliano da Silva,50,DEF,Chelsea,,12,37,,2.2,0.56,0,,1,37,3.5,0.33,False,0,7.4,62.7,0.02,238,a,1.7,0.05,97,T.Silva,0,5,0,0,53,13635,42,,2934,6,20,1.28,231774,167,0,1.0,15.34,293.4,2,0.23,0.4,19,3,1.2,250990,1080,0.03,,2,16,,147,18,1.33,128,,92,0,0,40,0,134,194,78.0,3.1,0.0,43.4,0.25,28,0,0
218,Hakim Ziyech,54,MID,Chelsea,0.0,0,0,2023-08-21T08:29:13.470637Z,0.0,0.00,0,,0,310,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,442,Ziyech,0,315,0,1,315,0,315,0.0,40,0,314,0.0,16162,114,0,0.0,0.00,0.0,0,0.00,0.0,315,0,0.0,1010,0,0.0,Season long loan to Galatasaray,0,0,,723,71,0.0,726,,726,0,-1,145,0,715,726,0.0,0.0,0.0,0.0,0.0,726,0,0
